"facility_id","property_id","value"
"952","excludes-stop","70073"
"952","excludes-stop","9070073"
"952","excludes-stop","9070074"
"953","alternate-service-text","If exiting the station, exit the Red Line at Fields corner and switch to an Ashmont-bound train. Exit at Shawmut and use Shawmut Elevator 954. If boarding, use Shawmut Elevator 954 and take an Ashmont-bound train to Ashmont. Then switch to an Alewife-bound train."
"953","excludes-stop","70092"
"954","alternate-service-text","If exiting the station, exit the Red Line at Ashmont and switch to an Alewife-bound train. Exit at Shawmut and use Shawmut Elevator 953. If boarding, use Shawmut Elevator 953 and take an Alewife-bound train to Fields Corner to switch to an Ashmont-bound train."
"954","excludes-stop","70091"
"955","alternate-service-text","To go from the Bowdoin platform to the mezzanine, take Airport Elevator 932 to Airport Elevator 931 to Wonderland or exit to Athletic Field."
"956","alternate-service-text","To go from the Wonderland platform to the mezzanine, use Airport Elevator 931 (Athletic Field to overpass) and take the ramp to Airport Elevator 932 (Bremen Street to overpass) to the Bowdoin platform."
"957","alternate-service-text","If exiting the station, exit the Red Line at Savin Hill and switch to an Ashmont-bound train. Exit using Fields Corner Elevator 958. If boarding, use Fields Corner Elevator 958 to board an Ashmont-bound train. Exit at Shawmut and board an Alewife-bound train."
"957","excludes-stop","323"
"957","excludes-stop","70089"
"958","alternate-service-text","If exiting the station, exit the Red Line at Shawmut and switch to an Alewife-bound train. Exit using Fields Corner Elevator 957. If boarding, use Fields Corner Elevator 957 to board an Alewife-bound train. Exit at Savin Hill and board an Ashmont-bound train."
"958","excludes-stop","323"
"958","excludes-stop","70090"
"961","alternate-service-text","Please use Elevator 813 located at the opposite end of platform/lobby."
"961","excludes-stop","141"
"962","alternate-service-text","If exiting, exit the Green Line at Copley and transfer to inbound service back to Arlington to utilize Arlington Elevator 963. If boarding, use Arlington Elevator 963 to access an inbound train to Park Street and switch to an outbound train."
"962","excludes-stop","70156"
"963","alternate-service-text","If exiting, exit the Green Line at Park Street and transfer to an outbound train. Use Arlington Elevator 962 to exit at Arlington. If boarding, use Arlington Elevator 962 to access an outbound train.  Exit at Copley and switch to an inbound train."
"963","excludes-stop","70157"
"964","alternate-service-text","If exiting, exit the Green Line at Copley and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Arlington to request assistance."
"965","alternate-service-text","Please use Maverick Elevator 966 at Lewis Courtyard."
"965","excludes-stop","5740"
"965","excludes-stop","57400"
"966","alternate-service-text","Please use Maverick Elevator 965 at Maverick Square busway."
"966","excludes-stop","5740"
"966","excludes-stop","57400"
"967","alternate-service-text","Please use adjacent State Street Elevator 802."
"968","alternate-service-text","At the lobby level, travel along the busway to the Mattapan trolley/bus arrival lobby. At the lobby, use Ashmont Elevator 969 to reach the Alewife-bound platform."
"968","excludes-stop","334"
"968","excludes-stop","70093"
"968","excludes-stop","70261"
"969","alternate-service-text","At the lobby level, travel along the busway to the Peabody Square lobby. At the Peabody Square lobby, use Ashmont Elevator 968 to reach the Alewife-bound platform."
"969","excludes-stop","334"
"969","excludes-stop","70093"
"969","excludes-stop","70261"
"970","alternate-service-text","At the platform Level, contact the Motorperson for assistance. Alternatively, use the Beale Street walkway to travel to Dorchester Avenue, the busway, and Peabody Square."
"970","excludes-stop","334"
"970","excludes-stop","70094"
"970","excludes-stop","70261"
"971","alternate-service-text","Customers desiring to exit the station must continue to St. Mary's (C-Line), or Fenway (D-Line) and transfer to inbound service back to Kenmore. \nCustomers desiring to enter the station for outbound service must use the inbound elevator and service to Copley or Arlington. Then transfer to outbound service"
"971","excludes-stop","70150"
"971","excludes-stop","899"
"972","alternate-service-text","Customers desiring elevator access to exit the station on the inbound side must continue to Copley or Arlington and transfer to outbound service back to Kenmore. Customers desiring inbound service can use the outbound elevator and take the  C- or D-Line one stop and transfer back to inbound service. Please see station personnel for assistance."
"972","excludes-stop","70151"
"972","excludes-stop","899"
"973","alternate-service-text","Please use Harvard Square Elevator 821 to connect to the main lobby and the corner of JFK, Brattle, and Mount Auburn Streets."
"973","excludes-stop","2076"
"973","excludes-stop","70067"
"973","excludes-stop","70068"
"974","alternate-service-text","If exiting, go down the ramp to the Oak Grove platform. At the end of the ramp, turn left to use State Street Elevators 967 or 802 that connect to the Wonderland Blue Line platform. Upon exiting the elevator, walk along the Blue Line platform to use State Street Elevator 975 to reach the street. \nIf boarding, cross State Street to use State Street Elevator 975 that connects to the Wonderland platform. After passing through the fare gates, turn left and follow signs to the Orange Line and Government Center/Bowdoin Blue Line. Continue along the long colorful hallway to reach the Forest Hills-bound Orange Line platform. To go toward Oak Grove or Government Center/Bowdoin, take State Street Elevators 967 or 802 down to the Oak Grove Orange Line platform. For Government Center/Bowdoin, upon exiting the elevator, turn right and proceed up the ramp to the Blue Line platform."
"975","alternate-service-text","Please use State Street Elevator 974 on Government Center-bound Blue Line platform to connect to 60 State Street."
"976","alternate-service-text","Customers desiring to enter the station for inbound service must use the outbound elevator, utilize the B-, C-, or D-Line service to Kenmore, and then transfer to inbound service. Customers desiring to exit on the inbound side must continue to Arlington and transfer to outbound service back to Copley."
"976","excludes-stop","70155"
"977","alternate-service-text","Customers desiring to enter the station must use the inbound elevator and utilize service to Arlington for westbound service. Customers desiring to exit on the westbound side must continue to Kenmore and transfer to inbound service to Copley."
"977","excludes-stop","70154"
"978","alternate-service-text","Use Elevator 804 for Red/Green Line lobby to street level."
"978","excludes-stop","70196"
"978","excludes-stop","70197"
"978","excludes-stop","70198"
"978","excludes-stop","70199"
"978","excludes-stop","70200"
"978","excludes-stop","9070076"
"979","alternate-service-text","Use Elevator 808 at end of Red Line platform connecting to lobby."
"979","excludes-stop","70196"
"979","excludes-stop","70197"
"979","excludes-stop","70198"
"979","excludes-stop","70199"
"979","excludes-stop","70200"
"979","excludes-stop","9070076"
"980","alternate-service-text","Customers desiring elevator service to enter on the inbound side must use the outbound elevator and utilize service to Lechmere for inbound service. Customers desiring to exit on the inbound side must continue to North Station and transfer to outbound service back to Science Park."
"980","excludes-stop","70207"
"981","alternate-service-text","Customers desiring to enter the station for outbound service must use the inbound elevator to North Station and transfer to outbound service to Lechmere. Customers desiring to exit at Science Park must continue to Lechmere and transfer to inbound service back to Science Park."
"981","excludes-stop","70208"
"982","alternate-service-text","Please use adjacent Porter Square Elevator 985 to reach the street or the lobby."
"982","excludes-stop","23151"
"982","excludes-stop","2430"
"983","alternate-service-text","Please use adjacent Porter Square Elevator 987 to reach the platforms or the lobby."
"983","excludes-stop","23151"
"983","excludes-stop","2430"
"983","excludes-stop","Porter Square"
"985","alternate-service-text","Please use nearby Porter Square Elevator 982 to access the lobby or street."
"985","excludes-stop","23151"
"985","excludes-stop","2430"
"986","alternate-service-text","See station personnel or use the call box to request assistance."
"986","excludes-stop","23151"
"986","excludes-stop","2430"
"986","excludes-stop","70065"
"986","excludes-stop","70066"
"987","alternate-service-text","Please use adjacent Porter Square Elevator 983 to reach the platforms or the lobby."
"987","excludes-stop","23151"
"987","excludes-stop","2430"
"987","excludes-stop","Porter Square"
"6476","alternate-service-text","If exiting the station, use South Station Elevator 926 in the subway lobby across from the fare gates and to left of the subway monitoring station.\nIf entering the station, use South Station Elevator 926 located in front of the main South Station entrance at the corner Atlantic Ave. & Summer St"
"6476","excludes-stop","6538"
"6476","excludes-stop","South Station"
"6476","excludes-stop","South Station-01"
"6476","excludes-stop","South Station-02"
"6476","excludes-stop","South Station-03"
"6476","excludes-stop","South Station-04"
"6476","excludes-stop","South Station-05"
"6476","excludes-stop","South Station-06"
"6476","excludes-stop","South Station-07"
"6476","excludes-stop","South Station-08"
"6476","excludes-stop","South Station-09"
"6476","excludes-stop","South Station-10"
"6476","excludes-stop","South Station-11"
"6476","excludes-stop","South Station-12"
"6476","excludes-stop","South Station-13"
"subplat-001","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-002","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-003","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-004","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-005","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-006","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-007","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-008","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-009","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-010","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-011","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-012","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-013","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-014","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-015","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-016","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-017","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-018","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-019","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-020","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-021","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-022","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-023","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-024","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-025","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-026","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-027","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-028","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-029","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-030","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-031","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-032","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-033","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-034","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-035","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-036","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-037","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-038","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-039","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-040","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-041","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-042","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-043","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-044","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-045","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-046","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-047","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-048","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-049","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-050","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-051","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-052","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-053","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-054","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-055","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-056","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-057","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-058","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-059","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-060","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-061","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-062","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-063","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-064","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-065","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-066","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-067","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-068","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-069","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-070","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-071","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-072","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-073","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-074","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-075","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-076","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-077","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-078","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-079","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-080","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-081","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-082","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"subplat-083","note","Mini high level platform is available to provide level boarding to certain cars in a train set"
"highlevel-001","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-002","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-003","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-004","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-005","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-006","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-007","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-008","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-009","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-010","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-011","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-012","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-013","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-014","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-015","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-016","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-017","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-018","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-019","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-020","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-021","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-022","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-023","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-024","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-025","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-026","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-027","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-028","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-029","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-030","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-031","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-032","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-033","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-034","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-035","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-036","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-037","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-038","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-039","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-040","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-041","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-042","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-043","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-044","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-045","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-046","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-047","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-048","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-049","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-050","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-051","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-052","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-053","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-054","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-055","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-056","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-057","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-058","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-059","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-060","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-061","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-062","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-063","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-064","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-065","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-066","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-067","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-068","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-069","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-070","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-071","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-072","note","Full high level platform is available to provide level boarding to every car in a train set"
"highlevel-073","note","Full high level platform is available to provide level boarding to every car in a train set"
"portlift-001","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-002","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-003","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-004","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-005","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-006","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-007","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-008","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-009","excludes-stop","70261"
"portlift-009","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-010","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-011","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-012","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-013","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-014","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-015","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-016","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-017","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-018","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-019","excludes-stop","4510"
"portlift-019","excludes-stop","70201"
"portlift-019","excludes-stop","70202"
"portlift-019","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-020","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-021","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-022","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-023","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-024","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-025","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-026","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-027","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-028","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-029","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-030","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-031","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-032","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-033","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-034","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-035","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-036","excludes-stop","70196"
"portlift-036","excludes-stop","70197"
"portlift-036","excludes-stop","70198"
"portlift-036","excludes-stop","70199"
"portlift-036","excludes-stop","9070076"
"portlift-036","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-037","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-038","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-039","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-040","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-041","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-042","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-043","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-044","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-045","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-046","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"portlift-047","note","Significant barriers exist at station, but customers may be able to board/exit train using mobile lift"
"bike-001","capacity",8
"bike-001","enclosed",2
"bike-001","secured",2
"bike-002","capacity",174
"bike-002","enclosed",1
"bike-002","secured",1
"bike-003","capacity",6
"bike-003","enclosed",1
"bike-003","secured",2
"bike-004","capacity",8
"bike-004","enclosed",1
"bike-004","secured",1
"bike-005","capacity",28
"bike-005","enclosed",2
"bike-005","secured",2
"bike-006","capacity",40
"bike-006","enclosed",1
"bike-006","secured",1
"bike-007","capacity",9
"bike-007","enclosed",2
"bike-007","secured",2
"bike-008","capacity",6
"bike-008","enclosed",2
"bike-008","secured",2
"bike-009","capacity",8
"bike-009","enclosed",2
"bike-009","secured",2
"bike-010","capacity",8
"bike-010","enclosed",2
"bike-010","secured",2
"bike-011","capacity",8
"bike-011","enclosed",2
"bike-011","secured",2
"bike-012","enclosed",1
"bike-012","secured",1
"bike-013","capacity",7
"bike-013","enclosed",2
"bike-013","secured",2
"bike-014","capacity",12
"bike-014","enclosed",2
"bike-014","secured",2
"bike-015","capacity",30
"bike-015","enclosed",1
"bike-015","secured",1
"bike-016","capacity",8
"bike-016","enclosed",2
"bike-016","secured",2
"bike-017","capacity",24
"bike-017","enclosed",2
"bike-017","secured",2
"bike-018","capacity",8
"bike-018","enclosed",2
"bike-018","secured",2
"bike-019","capacity",6
"bike-019","enclosed",2
"bike-019","secured",2
"bike-020","capacity",15
"bike-020","enclosed",1
"bike-020","secured",2
"bike-021","capacity",8
"bike-021","enclosed",2
"bike-021","secured",2
"bike-022","capacity",10
"bike-022","enclosed",2
"bike-022","secured",2
"bike-023","capacity",36
"bike-023","enclosed",1
"bike-023","secured",2
"bike-024","capacity",8
"bike-024","enclosed",1
"bike-024","secured",2
"bike-025","capacity",10
"bike-025","enclosed",2
"bike-025","secured",2
"bike-026","capacity",5
"bike-026","enclosed",2
"bike-026","secured",2
"bike-027","capacity",10
"bike-027","enclosed",2
"bike-027","secured",2
"bike-028","capacity",20
"bike-028","enclosed",2
"bike-028","secured",2
"bike-029","capacity",165
"bike-029","enclosed",1
"bike-029","secured",1
"bike-030","enclosed",1
"bike-030","secured",1
"bike-031","enclosed",1
"bike-031","secured",1
"bike-032","capacity",2
"bike-032","enclosed",2
"bike-032","secured",2
"bike-033","capacity",2
"bike-033","enclosed",2
"bike-033","secured",2
"bike-034","capacity",8
"bike-034","enclosed",1
"bike-034","secured",2
"bike-035","capacity",20
"bike-035","enclosed",1
"bike-035","secured",2
"bike-036","capacity",18
"bike-036","enclosed",2
"bike-036","secured",2
"bike-037","enclosed",1
"bike-037","secured",2
"bike-038","capacity",20
"bike-038","enclosed",2
"bike-038","secured",2
"bike-039","capacity",32
"bike-039","enclosed",1
"bike-039","secured",1
"bike-040","capacity",14
"bike-040","enclosed",2
"bike-040","secured",2
"bike-041","capacity",20
"bike-041","enclosed",2
"bike-041","secured",2
"bike-042","capacity",10
"bike-042","enclosed",2
"bike-042","secured",2
"bike-043","capacity",7
"bike-043","enclosed",2
"bike-043","secured",2
"bike-044","capacity",5
"bike-044","enclosed",2
"bike-044","secured",2
"bike-045","capacity",8
"bike-045","enclosed",2
"bike-045","secured",2
"bike-046","capacity",22
"bike-046","enclosed",1
"bike-046","secured",2
"bike-047","capacity",6
"bike-047","enclosed",2
"bike-047","secured",2
"bike-048","capacity",8
"bike-048","enclosed",2
"bike-048","secured",2
"bike-049","capacity",8
"bike-049","enclosed",2
"bike-049","secured",2
"bike-050","capacity",21
"bike-050","enclosed",2
"bike-050","secured",2
"bike-051","enclosed",1
"bike-051","secured",2
"bike-052","capacity",2
"bike-052","enclosed",2
"bike-052","secured",2
"bike-053","capacity",2
"bike-053","enclosed",2
"bike-053","secured",2
"bike-054","capacity",11
"bike-054","enclosed",1
"bike-054","secured",2
"bike-055","capacity",8
"bike-055","enclosed",1
"bike-055","secured",2
"bike-056","capacity",10
"bike-056","enclosed",2
"bike-056","secured",2
"bike-057","capacity",8
"bike-057","enclosed",2
"bike-057","secured",2
"bike-058","capacity",8
"bike-058","enclosed",2
"bike-058","secured",2
"bike-059","capacity",18
"bike-059","enclosed",1
"bike-059","secured",2
"bike-060","capacity",58
"bike-060","enclosed",2
"bike-060","secured",2
"bike-061","capacity",8
"bike-061","enclosed",2
"bike-061","secured",2
"bike-062","capacity",2
"bike-062","enclosed",2
"bike-062","secured",2
"bike-063","capacity",2
"bike-063","enclosed",2
"bike-063","secured",2
"bike-064","capacity",21
"bike-064","enclosed",2
"bike-064","secured",2
"bike-065","capacity",15
"bike-065","enclosed",2
"bike-065","secured",2
"bike-066","capacity",18
"bike-066","enclosed",2
"bike-066","secured",2
"bike-067","capacity",14
"bike-067","enclosed",2
"bike-067","secured",2
"bike-068","capacity",66
"bike-068","enclosed",1
"bike-068","secured",1
"bike-069","capacity",7
"bike-069","enclosed",2
"bike-069","secured",2
"bike-070","capacity",12
"bike-070","enclosed",2
"bike-070","secured",2
"bike-071","capacity",24
"bike-071","enclosed",2
"bike-071","secured",2
"bike-072","capacity",8
"bike-072","enclosed",2
"bike-072","secured",2
"bike-073","capacity",8
"bike-073","enclosed",1
"bike-073","secured",2
"bike-074","capacity",2
"bike-074","enclosed",2
"bike-074","secured",2
